Date,Open,High,Low,Close,Adj Close,Volume
2021-09-23,46.099998474121094,47.16999816894531,45.70000076293945,46.61000061035156,46.61000061035156,175000
2021-09-24,46.63999938964844,47.58000183105469,46.5,46.650001525878906,46.650001525878906,170800
2021-09-27,47.04999923706055,49.290000915527344,46.90999984741211,48.66999816894531,48.66999816894531,208400
2021-09-28,49.08000183105469,49.08000183105469,48.27000045776367,48.65999984741211,48.65999984741211,184000
2021-09-29,49.0099983215332,50.630001068115234,48.599998474121094,50.459999084472656,50.459999084472656,363300
2021-09-30,50.83000183105469,52.279998779296875,50.400001525878906,51.540000915527344,51.540000915527344,434800
2021-10-01,51.59000015258789,53.470001220703125,51.119998931884766,52.650001525878906,52.650001525878906,327400
2021-10-04,52.709999084472656,53.95000076293945,52.5099983215332,53.58000183105469,53.58000183105469,237000
2021-10-05,53.810001373291016,54.25,53.279998779296875,53.720001220703125,53.720001220703125,181200
2021-10-06,52.220001220703125,53.40999984741211,51.900001525878906,52.779998779296875,52.779998779296875,231800
2021-10-07,53.27000045776367,53.91999816894531,53.15999984741211,53.880001068115234,53.880001068115234,210900
2021-10-08,53.939998626708984,54.290000915527344,53.2400016784668,53.849998474121094,53.849998474121094,89400
2021-10-11,54.0,54.2400016784668,53.43000030517578,53.58000183105469,53.58000183105469,80400
2021-10-12,53.459999084472656,54.040000915527344,53.43000030517578,53.720001220703125,53.720001220703125,93600
2021-10-13,53.63999938964844,53.93000030517578,52.86000061035156,53.52000045776367,53.52000045776367,109500
2021-10-14,54.02000045776367,54.869998931884766,53.59000015258789,54.779998779296875,54.779998779296875,169100
2021-10-15,55.63999938964844,55.709999084472656,54.22999954223633,54.22999954223633,54.22999954223633,196300
2021-10-18,54.0,54.790000915527344,53.13999938964844,53.22999954223633,53.22999954223633,232600
2021-10-19,53.400001525878906,53.400001525878906,52.16999816894531,53.09000015258789,53.09000015258789,356200
2021-10-20,53.16999816894531,53.9900016784668,53.0,53.560001373291016,53.560001373291016,224700
2021-10-21,53.54999923706055,53.70000076293945,52.91999816894531,53.0,53.0,202800
2021-10-22,53.220001220703125,53.439998626708984,52.91999816894531,53.16999816894531,53.16999816894531,177100
2021-10-25,53.16999816894531,53.45000076293945,52.81999969482422,52.90999984741211,52.90999984741211,180000
2021-10-26,52.79999923706055,53.470001220703125,52.630001068115234,52.83000183105469,52.83000183105469,170800
2021-10-27,52.689998626708984,52.75,50.970001220703125,51.040000915527344,51.040000915527344,152800
2021-10-28,51.40999984741211,52.47999954223633,51.40999984741211,52.11000061035156,52.11000061035156,201600
2021-10-29,53.439998626708984,53.79999923706055,52.5,53.0,53.0,299800
2021-11-01,53.33000183105469,54.5,53.310001373291016,53.91999816894531,53.91999816894531,232400
2021-11-02,54.08000183105469,55.400001525878906,53.630001068115234,55.380001068115234,55.380001068115234,402300
2021-11-03,55.380001068115234,58.189998626708984,55.0099983215332,57.83000183105469,57.83000183105469,512400
2021-11-04,58.0,58.65999984741211,57.66999816894531,58.40999984741211,58.40999984741211,303700
2021-11-05,59.189998626708984,60.380001068115234,58.869998931884766,60.189998626708984,60.189998626708984,264000
2021-11-08,60.900001525878906,60.900001525878906,59.90999984741211,60.189998626708984,60.189998626708984,170100
2021-11-09,60.0,60.75,59.84000015258789,60.40999984741211,60.40999984741211,222400
2021-11-10,60.40999984741211,61.279998779296875,60.38999938964844,60.77000045776367,60.77000045776367,177600
2021-11-11,61.0099983215332,61.0099983215332,59.2599983215332,59.5,59.5,315800
2021-11-12,59.59000015258789,59.63999938964844,58.5099983215332,59.22999954223633,59.22999954223633,197100
2021-11-15,59.4900016784668,60.09000015258789,59.189998626708984,59.84000015258789,59.84000015258789,192900
2021-11-16,59.709999084472656,60.13999938964844,59.209999084472656,59.810001373291016,59.810001373291016,180600
2021-11-17,59.650001525878906,59.65999984741211,58.619998931884766,59.31999969482422,59.31999969482422,189100
2021-11-18,59.380001068115234,60.25,58.75,60.09000015258789,60.09000015258789,215900
2021-11-19,59.33000183105469,59.79999923706055,58.91999816894531,59.529998779296875,59.529998779296875,138400
2021-11-22,59.900001525878906,61.95000076293945,59.900001525878906,61.279998779296875,61.279998779296875,248900
2021-11-23,61.540000915527344,62.400001525878906,61.380001068115234,62.060001373291016,62.060001373291016,202800
2021-11-24,61.86000061035156,62.439998626708984,61.25,62.13999938964844,62.13999938964844,168400
2021-11-26,59.93000030517578,59.93000030517578,56.7400016784668,58.09000015258789,58.09000015258789,282800
2021-11-29,59.16999816894531,59.2599983215332,57.36000061035156,57.810001373291016,57.810001373291016,262100
2021-11-30,56.97999954223633,57.79999923706055,56.310001373291016,56.61000061035156,56.61000061035156,236700
2021-12-01,58.369998931884766,58.54999923706055,55.540000915527344,55.58000183105469,55.58000183105469,269200
2021-12-02,56.25,58.4900016784668,56.13999938964844,58.02000045776367,58.02000045776367,186200
2021-12-03,58.20000076293945,58.290000915527344,55.77000045776367,56.13999938964844,56.13999938964844,218100
2021-12-06,57.38999938964844,58.72999954223633,56.4900016784668,57.75,57.75,241000
2021-12-07,58.220001220703125,58.66999816894531,57.220001220703125,57.689998626708984,57.689998626708984,217800
2021-12-08,57.619998931884766,58.0,57.15999984741211,57.439998626708984,57.439998626708984,129300
2021-12-09,56.90999984741211,57.38999938964844,55.88999938964844,55.90999984741211,55.90999984741211,254800
2021-12-10,56.56999969482422,56.97999954223633,55.31999969482422,56.33000183105469,56.33000183105469,163700
2021-12-13,55.959999084472656,56.29999923706055,54.619998931884766,54.91999816894531,54.91999816894531,216700
2021-12-14,55.099998474121094,55.91999816894531,54.18000030517578,54.40999984741211,54.40999984741211,338500
2021-12-15,54.63999938964844,55.84000015258789,53.83000183105469,54.349998474121094,54.349998474121094,562000
2021-12-16,55.290000915527344,55.599998474121094,53.61000061035156,53.75,53.75,284600
2021-12-17,53.7599983215332,54.5099983215332,52.560001373291016,53.40999984741211,53.40999984741211,707500
2021-12-20,52.650001525878906,52.650001525878906,51.38999938964844,52.279998779296875,52.279998779296875,224800
2021-12-21,52.86000061035156,53.720001220703125,52.75,53.11000061035156,53.11000061035156,210200
2021-12-22,53.060001373291016,54.15999984741211,53.060001373291016,54.119998931884766,54.119998931884766,162300
2021-12-23,54.65999984741211,55.34000015258789,54.58000183105469,55.04999923706055,55.04999923706055,131200
2021-12-27,55.2599983215332,55.900001525878906,55.029998779296875,55.810001373291016,55.810001373291016,136800
2021-12-28,55.45000076293945,56.45000076293945,55.45000076293945,56.20000076293945,56.20000076293945,110000
2021-12-29,56.220001220703125,56.34000015258789,55.75,56.15999984741211,56.15999984741211,112200
2021-12-30,56.099998474121094,56.66999816894531,55.400001525878906,55.40999984741211,55.40999984741211,153900
2021-12-31,55.2400016784668,56.220001220703125,55.220001220703125,55.90999984741211,55.90999984741211,124700
2022-01-03,56.43000030517578,57.119998931884766,56.040000915527344,56.84000015258789,56.84000015258789,153600
2022-01-04,57.0,59.900001525878906,56.779998779296875,59.130001068115234,59.130001068115234,349700
2022-01-05,59.27000045776367,59.779998779296875,57.2400016784668,57.27000045776367,57.27000045776367,193200
2022-01-06,57.900001525878906,59.810001373291016,57.68000030517578,59.4900016784668,59.4900016784668,201100
2022-01-07,59.54999923706055,60.88999938964844,59.369998931884766,60.529998779296875,60.529998779296875,276900
2022-01-10,60.529998779296875,60.529998779296875,59.029998779296875,59.59000015258789,59.59000015258789,215600
2022-01-11,59.86000061035156,60.16999816894531,59.220001220703125,59.90999984741211,59.90999984741211,194700
2022-01-12,60.38999938964844,60.560001373291016,59.5099983215332,60.20000076293945,60.20000076293945,164000
2022-01-13,60.720001220703125,61.790000915527344,60.400001525878906,60.52000045776367,60.52000045776367,137100
2022-01-14,60.02000045776367,60.970001220703125,59.13999938964844,60.459999084472656,60.459999084472656,200700
2022-01-18,60.290000915527344,60.459999084472656,58.40999984741211,58.5,58.5,236300
2022-01-19,58.61000061035156,58.619998931884766,54.119998931884766,54.380001068115234,54.380001068115234,424100
2022-01-20,54.16999816894531,55.619998931884766,53.349998474121094,53.7400016784668,53.7400016784668,491800
2022-01-21,53.5,55.04999923706055,53.13999938964844,53.869998931884766,53.869998931884766,357900
2022-01-24,53.209999084472656,55.86000061035156,53.150001525878906,55.38999938964844,55.38999938964844,394700
2022-01-25,55.0,55.52000045776367,53.54999923706055,54.61000061035156,54.61000061035156,244800
2022-01-26,55.45000076293945,56.369998931884766,52.34000015258789,52.560001373291016,52.560001373291016,401300
2022-01-27,52.65999984741211,53.75,49.689998626708984,50.2599983215332,50.2599983215332,461500
2022-01-28,53.150001525878906,54.91999816894531,49.61000061035156,51.18000030517578,51.18000030517578,722100
2022-01-31,50.599998474121094,51.52000045776367,48.880001068115234,51.5,51.5,562900
2022-02-01,51.5,52.79999923706055,50.939998626708984,52.47999954223633,52.47999954223633,326400
2022-02-02,52.09000015258789,52.59000015258789,50.34000015258789,50.77000045776367,50.77000045776367,350400
2022-02-03,50.7599983215332,53.439998626708984,50.11000061035156,52.970001220703125,52.970001220703125,679700
2022-02-04,52.84000015258789,53.90999984741211,51.689998626708984,53.08000183105469,53.08000183105469,480600
2022-02-07,53.09000015258789,54.22999954223633,52.86000061035156,53.97999954223633,53.97999954223633,214600
2022-02-08,54.400001525878906,56.099998474121094,54.31999969482422,55.790000915527344,55.790000915527344,292800
